replicate	sample_size	architecture	pp_h4_abf
18	2000	shared_plus_specific	0.0368129709762372
18	2000	distinct_only	0.0536037800286735
18	5000	one_shared	0.993588685964972
18	5000	two_shared	0.615933985381718
18	5000	shared_plus_specific	0.991522903809465
18	5000	distinct_only	0.000136034579202683
18	20000	one_shared	0.99368066561039
18	20000	two_shared	0.97087584585728
18	20000	shared_plus_specific	0.162847915148855
18	20000	distinct_only	2.91760876767334e-26
19	2000	one_shared	0.0300516899853284
19	2000	two_shared	0.682600238415365
19	2000	shared_plus_specific	0.00204570686504054
19	2000	distinct_only	0.00564538928920582
19	5000	one_shared	0.994991224944401
19	5000	two_shared	0.976668205882735
19	5000	shared_plus_specific	0.273123063011654
19	5000	distinct_only	4.16497944536892e-07
19	20000	one_shared	0.996168980926154
19	20000	two_shared	0.960554002281755
19	20000	shared_plus_specific	0.994418917838408
19	20000	distinct_only	4.63078705668704e-20
20	2000	one_shared	0.0289653016163214
20	2000	two_shared	0.00184467327132858
20	2000	shared_plus_specific	0.000303635709960327
20	2000	distinct_only	0.0351973901768108
20	5000	one_shared	0.972898098142093
20	5000	two_shared	0.134909493026699
20	5000	shared_plus_specific	0.0306745109924326
20	5000	distinct_only	0.0187696768050737
20	20000	one_shared	0.97958662001367
20	20000	two_shared	0.994064941576307
20	20000	shared_plus_specific	0.00034154446610835
20	20000	distinct_only	4.78007923411209e-19
21	2000	one_shared	0.0271003815555376
21	2000	two_shared	0.00161789960245418
21	2000	shared_plus_specific	0.0137522973515238
21	2000	distinct_only	0.0166244410245664
21	5000	one_shared	0.995318909617278
21	5000	two_shared	0.133346628328381
21	5000	shared_plus_specific	0.216941402693998
21	5000	distinct_only	7.30505842636916e-05
21	20000	one_shared	0.995767363068799
21	20000	two_shared	0.998928352101402
21	20000	shared_plus_specific	0.0127351004507638
21	20000	distinct_only	7.30963359784127e-13
22	2000	one_shared	0.00464213020158956
22	2000	two_shared	0.0108561107470044
22	2000	shared_plus_specific	0.38260512953313
22	2000	distinct_only	0.00255441813765582
22	5000	one_shared	0.991570460074453
22	5000	two_shared	0.0120612418011844
22	5000	shared_plus_specific	0.0487450712854948
22	5000	distinct_only	0.0166081955646979
22	20000	one_shared	0.999999476683849
22	20000	two_shared	0.999960438134841
22	20000	shared_plus_specific	0.0052265327290948
22	20000	distinct_only	1.86303377986487e-14
23	2000	one_shared	0.0698302796408339
23	2000	two_shared	0.0471656135426033
23	2000	shared_plus_specific	0.729025573215311
23	2000	distinct_only	0.0481893399972491
23	5000	one_shared	0.971005039107954
23	5000	two_shared	0.48648948807222
23	5000	shared_plus_specific	0.96368303841276
23	5000	distinct_only	0.0581504769610713
23	20000	one_shared	0.9855554174392
23	20000	two_shared	0.999912689497427
23	20000	shared_plus_specific	0.935051287130138
23	20000	distinct_only	1.09920541598127e-24
24	2000	one_shared	0.98379184358835
24	2000	two_shared	0.0838344622691388
24	2000	shared_plus_specific	0.918032151185742
24	2000	distinct_only	0.0147890149630155
24	5000	one_shared	0.993605427081886
24	5000	two_shared	0.92797460004975
24	5000	shared_plus_specific	0.944215956835685
24	5000	distinct_only	0.0131749799583879
24	20000	one_shared	0.996742359623833
24	20000	two_shared	0.982891785793431
24	20000	shared_plus_specific	0.998537551426188
24	20000	distinct_only	1.03540820145127e-26
25	2000	one_shared	0.917004696209962
25	2000	two_shared	0.668521358492208
25	2000	shared_plus_specific	0.349885896444498
25	2000	distinct_only	0.0385804386882129
25	5000	one_shared	0.977826212587634
25	5000	two_shared	0.0250741098011477
25	5000	shared_plus_specific	0.176135172399945
25	5000	distinct_only	0.000279141790714227
25	20000	one_shared	0.988288185216995
25	20000	two_shared	0.9265593230988
25	20000	shared_plus_specific	0.0569463931225877
25	20000	distinct_only	9.80929292540307e-21
26	2000	one_shared	0.0494216048884255
26	2000	two_shared	0.0218223036319117
26	2000	shared_plus_specific	0.352170579076256
26	2000	distinct_only	0.00709869596897383
26	5000	one_shared	0.97039779404346
26	5000	two_shared	0.92894593225543
26	5000	shared_plus_specific	0.897853931140799
26	5000	distinct_only	0.00211405419448559
26	20000	one_shared	0.996818812568716
26	20000	two_shared	0.733978526286977
26	20000	shared_plus_specific	0.00141794012383867
26	20000	distinct_only	5.25774315730003e-25
27	2000	one_shared	0.0431259068657696
27	2000	two_shared	0.000548527480554175
27	2000	shared_plus_specific	0.0400739717003911
27	2000	distinct_only	0.0020610419235819
27	5000	one_shared	0.975615752724114
27	5000	two_shared	0.954823046519344
27	5000	shared_plus_specific	0.863044727736477
27	5000	distinct_only	0.000564746823303771
27	20000	one_shared	0.998989253092406
27	20000	two_shared	0.989744098691649
27	20000	shared_plus_specific	0.179926697196678
27	20000	distinct_only	5.63429257275683e-22
28	2000	one_shared	0.958511080598833
28	2000	two_shared	0.752659891841626
28	2000	shared_plus_specific	0.972420231797177
28	2000	distinct_only	0.0162876868771697
28	5000	one_shared	0.979375158144619
28	5000	two_shared	0.890729612180935
28	5000	shared_plus_specific	0.0123046484341257
28	5000	distinct_only	0.0435153515277906
28	20000	one_shared	0.998325223416549
28	20000	two_shared	0.910966675181234
28	20000	shared_plus_specific	8.87058111744974e-08
28	20000	distinct_only	1.00259468458286e-20
29	2000	one_shared	0.0985454285175935
29	2000	two_shared	0.523705687820686
29	2000	shared_plus_specific	0.782280631299359
29	2000	distinct_only	0.0640703332328607
29	5000	one_shared	0.99562493084505
29	5000	two_shared	0.790578112285359
29	5000	shared_plus_specific	0.950301762719266
29	5000	distinct_only	0.0383069131148732
29	20000	one_shared	0.996724608655528
29	20000	two_shared	0.995374132905415
29	20000	shared_plus_specific	0.522777169888373
29	20000	distinct_only	9.48005851834827e-17
30	2000	one_shared	0.00247863555299566
30	2000	two_shared	0.0238140407048408
30	2000	shared_plus_specific	0.715572239006371
30	2000	distinct_only	0.013456791080073
30	5000	one_shared	0.998991784533817
30	5000	two_shared	0.327851270649678
30	5000	shared_plus_specific	0.597633238740976
30	5000	distinct_only	0.00110728666684253
30	20000	one_shared	0.999000997846473
30	20000	two_shared	9.94524526300668e-07
30	20000	shared_plus_specific	7.82000971252807e-05
30	20000	distinct_only	6.4357440420707e-29
31	2000	one_shared	0.0563799894562429
31	2000	two_shared	0.0671648074938231
31	2000	shared_plus_specific	0.917743578073702
31	2000	distinct_only	0.25772194649703
31	5000	one_shared	0.990587564076893
31	5000	two_shared	0.993712743672086
31	5000	shared_plus_specific	0.00652640960282452
31	5000	distinct_only	0.229614089234674
31	20000	one_shared	0.973155232203935
31	20000	two_shared	0.663165664820494
31	20000	shared_plus_specific	0.126737056662565
31	20000	distinct_only	3.52746183248108e-16
32	2000	one_shared	0.55707258739276
32	2000	two_shared	0.475744179359025
32	2000	shared_plus_specific	0.0227157182859551
32	2000	distinct_only	0.0356948242427753
32	5000	one_shared	0.993962860045994
32	5000	two_shared	0.995113039130193
32	5000	shared_plus_specific	0.0103714573812985
32	5000	distinct_only	0.827485645985197
32	20000	one_shared	0.998194840829973
32	20000	two_shared	0.984436184842479
32	20000	shared_plus_specific	0.152474499143027
32	20000	distinct_only	9.18667006562677e-11
33	2000	one_shared	0.015043326688592
33	2000	two_shared	0.323457255770451
33	2000	shared_plus_specific	0.0302139862118059
33	2000	distinct_only	0.580189822294721
33	5000	one_shared	0.982440639967851
33	5000	two_shared	0.995942108351921
33	5000	shared_plus_specific	0.0228586207360024
33	5000	distinct_only	0.98960786915046
33	20000	one_shared	0.999000471023851
33	20000	two_shared	0.991273917573252
33	20000	shared_plus_specific	0.969505258988524
33	20000	distinct_only	0.746759486958428
34	2000	one_shared	0.365997400451013
34	2000	two_shared	0.0812846501802004
34	2000	shared_plus_specific	0.14220506402283
34	2000	distinct_only	0.00695847645164043
34	5000	one_shared	0.97096652725117
34	5000	two_shared	0.979351745164162
34	5000	shared_plus_specific	0.990491084069406
34	5000	distinct_only	0.00645387444462884
34	20000	one_shared	0.996586019768508
34	20000	two_shared	0.994056529713623
34	20000	shared_plus_specific	0.988117782994588
34	20000	distinct_only	4.78215609528694e-19
35	2000	one_shared	0.0111330932560068
35	2000	two_shared	0.106976380283247
35	2000	shared_plus_specific	0.392940209140486
35	2000	distinct_only	0.0204206336024627
35	5000	one_shared	0.993832100246543
35	5000	two_shared	0.642365382408692
35	5000	shared_plus_specific	0.85234103696998
35	5000	distinct_only	0.000179447904523543
35	20000	one_shared	0.997374711743451
35	20000	two_shared	0.389083886811874
35	20000	shared_plus_specific	0.408153276127901
35	20000	distinct_only	3.42662202768787e-16
36	2000	one_shared	0.252045552583646
36	2000	two_shared	0.000202173493457967
36	2000	shared_plus_specific	0.00123619046539294
36	2000	distinct_only	0.797678078255496
36	5000	one_shared	0.991997868425168
36	5000	two_shared	0.163982787032318
36	5000	shared_plus_specific	0.0389708939174269
36	5000	distinct_only	0.0930400233523814
36	20000	one_shared	0.99663227287072
36	20000	two_shared	0.986321594800834
36	20000	shared_plus_specific	0.0232195652808506
36	20000	distinct_only	1.76135011648713e-17
37	2000	one_shared	0.0616907729773317
37	2000	two_shared	0.963386248830966
37	2000	shared_plus_specific	0.933583586239806
37	2000	distinct_only	0.000587191355623414
37	5000	one_shared	0.968450186333569
37	5000	two_shared	0.970285352628151
37	5000	shared_plus_specific	0.947554789718952
37	5000	distinct_only	0.0491402022838444
37	20000	one_shared	0.998432689735494
37	20000	two_shared	0.0016045788406416
37	20000	shared_plus_specific	0.712004972601118
37	20000	distinct_only	7.28463453988352e-14
38	2000	one_shared	0.0732553063281502
38	2000	two_shared	0.663483298339852
38	2000	shared_plus_specific	0.0211265552392489
38	2000	distinct_only	0.205179396546804
38	5000	one_shared	0.995886542406706
38	5000	two_shared	0.934683982954961
38	5000	shared_plus_specific	0.0111832510260792
38	5000	distinct_only	0.000575445156339265
38	20000	one_shared	0.996631539052947
38	20000	two_shared	0.996040006676425
38	20000	shared_plus_specific	0.742573059307732
38	20000	distinct_only	6.17678551023521e-13
39	2000	one_shared	0.00199864315223488
39	2000	two_shared	0.976870074831843
39	2000	shared_plus_specific	0.00225291109959668
39	2000	distinct_only	0.0566631115929534
39	5000	one_shared	0.976164560235116
39	5000	two_shared	0.995226172995402
39	5000	shared_plus_specific	0.95498373138328
39	5000	distinct_only	0.0472756858025737
39	20000	one_shared	0.983504721329546
39	20000	two_shared	0.986547528740608
39	20000	shared_plus_specific	0.306802970220091
39	20000	distinct_only	3.65935795169147e-07
40	2000	one_shared	0.461052779551274
40	2000	two_shared	0.164625401316865
40	2000	shared_plus_specific	0.0207753003489363
40	2000	distinct_only	0.000596541568196709
40	5000	one_shared	0.00958813456569258
40	5000	two_shared	0.357509730582535
40	5000	shared_plus_specific	0.973035654951231
40	5000	distinct_only	0.00505441028765362
40	20000	one_shared	0.995829933423024
40	20000	two_shared	0.224488981107437
40	20000	shared_plus_specific	1.64062103711927e-06
40	20000	distinct_only	9.29569462653009e-17
41	2000	one_shared	0.994645269758887
41	2000	two_shared	0.000422277882914064
41	2000	shared_plus_specific	0.0204476307012997
41	2000	distinct_only	0.00639804789670333
41	5000	one_shared	0.997729487858517
41	5000	two_shared	0.00164259544044951
41	5000	shared_plus_specific	0.0296813189694694
41	5000	distinct_only	0.0620706966793913
41	20000	one_shared	0.99769530950593
41	20000	two_shared	0.947173254389281
41	20000	shared_plus_specific	0.0796419926280978
41	20000	distinct_only	1.6995898292005e-17
42	2000	one_shared	0.659774128733437
42	2000	two_shared	5.72524452922814e-05
42	2000	shared_plus_specific	0.0915196735015065
42	2000	distinct_only	0.00151109847351706
42	5000	one_shared	0.948622101558073
42	5000	two_shared	0.00692183292234618
42	5000	shared_plus_specific	0.102875816706886
42	5000	distinct_only	0.00482017454515986
42	20000	one_shared	0.993815757203605
42	20000	two_shared	0.847252489031793
42	20000	shared_plus_specific	0.362561879860435
42	20000	distinct_only	2.05485090390883e-13
43	2000	one_shared	0.0246675044874677
43	2000	two_shared	0.978023472830291
43	2000	shared_plus_specific	0.104404804961405
43	2000	distinct_only	0.0878538593817361
43	5000	one_shared	0.988477309639323
43	5000	two_shared	0.916181426842934
43	5000	shared_plus_specific	0.774248650669298
43	5000	distinct_only	0.177567185350318
43	20000	one_shared	0.992863461742941
43	20000	two_shared	0.97052491630003
43	20000	shared_plus_specific	7.8135975237755e-06
43	20000	distinct_only	2.69550710438338e-06
44	2000	one_shared	0.00572967867046301
44	2000	two_shared	4.0760686062886e-05
44	2000	shared_plus_specific	0.0285587216087369
44	2000	distinct_only	0.064736111191094
44	5000	one_shared	0.867205067600324
44	5000	two_shared	0.000286802313417812
44	5000	shared_plus_specific	0.928184853075304
44	5000	distinct_only	4.47759623463988e-07
44	20000	one_shared	0.998974772680468
44	20000	two_shared	0.98992135413955
44	20000	shared_plus_specific	0.000507844807822494
44	20000	distinct_only	3.95285828469079e-19
45	2000	one_shared	0.000847076871780175
45	2000	two_shared	0.407509806738512
45	2000	shared_plus_specific	0.0229174725262532
45	2000	distinct_only	0.063810539892738
45	5000	one_shared	0.974305770416785
45	5000	two_shared	0.978763391704708
45	5000	shared_plus_specific	0.0155334655596465
45	5000	distinct_only	0.000167894067038169
45	20000	one_shared	0.993912285394316
45	20000	two_shared	0.99612556398578
45	20000	shared_plus_specific	0.027581791907884
45	20000	distinct_only	2.29044858238969e-19
46	2000	one_shared	0.949817138142382
46	2000	two_shared	0.130241290281149
46	2000	shared_plus_specific	0.0762767248176959
46	2000	distinct_only	0.0342815053455071
46	5000	one_shared	0.999425332884551
46	5000	two_shared	0.900012977615247
46	5000	shared_plus_specific	0.849120133771935
46	5000	distinct_only	1.80503307510217e-06
46	20000	one_shared	0.999999948317482
46	20000	two_shared	0.014114913103838
46	20000	shared_plus_specific	0.000118332378150633
46	20000	distinct_only	1.34943037086128e-18
47	2000	one_shared	0.183565863762945
47	2000	two_shared	0.00796135233191316
47	2000	shared_plus_specific	0.0026510037039183
47	2000	distinct_only	0.0191599565866022
47	5000	one_shared	0.99333422550574
47	5000	two_shared	0.962445199057145
47	5000	shared_plus_specific	0.455818935306437
47	5000	distinct_only	0.0791628341056322
47	20000	one_shared	0.998731469836873
47	20000	two_shared	0.984608699737768
47	20000	shared_plus_specific	0.971677339838663
47	20000	distinct_only	4.9022217460342e-20
48	2000	one_shared	0.238295461474908
48	2000	two_shared	0.0132422630562813
48	2000	shared_plus_specific	0.962378397660282
48	2000	distinct_only	0.0116501454676965
48	5000	one_shared	0.906565311424578
48	5000	two_shared	0.906083629163269
48	5000	shared_plus_specific	0.96951711263544
48	5000	distinct_only	0.00586009982766525
48	20000	one_shared	0.996896518621596
48	20000	two_shared	0.995426146709779
48	20000	shared_plus_specific	5.66848883789099e-08
48	20000	distinct_only	4.63395735599209e-21
49	2000	one_shared	0.607089917899239
49	2000	two_shared	0.0100013651389799
49	2000	shared_plus_specific	4.27859392761103e-05
49	2000	distinct_only	0.0464324230619234
49	5000	one_shared	0.65128803916268
49	5000	two_shared	0.936392554000908
49	5000	shared_plus_specific	0.286349569786107
49	5000	distinct_only	8.29594201155195e-06
49	20000	one_shared	0.999000998900803
49	20000	two_shared	0.0245249785908999
49	20000	shared_plus_specific	0.000173713763564398
49	20000	distinct_only	2.29759089208186e-14
50	2000	one_shared	0.00674122611383563
50	2000	two_shared	0.0143230833987967
50	2000	shared_plus_specific	0.0122192471926915
50	2000	distinct_only	0.00972537205553745
50	5000	one_shared	0.998354226728828
50	5000	two_shared	0.38255318247468
50	5000	shared_plus_specific	0.000897783485218544
50	5000	distinct_only	0.0968539864567737
50	20000	one_shared	0.999931362855665
50	20000	two_shared	0.758157442456595
50	20000	shared_plus_specific	0.592109628654069
50	20000	distinct_only	6.47997649326581e-23
