path	bytes	sha256
revision_figures/Fig9_calibration_bins.tsv	1515	d041ac3906feb821e3c5ebc8b98bcfbe878d6bfb9f881e108ae690381211b687
revision_figures/Fig9.png	498860	433d6f972057485836f7379e456835e375c092b0b27ae3849f2a53868158d81f
revision_figures/Fig9.svg	52447	65d131b492be1f3019d3fb3d32c98cf63adaa3ade56d28aa45f1a8ada2c26173
revision_figures/figure_manifest.json	2729	6870b1e197b92848856ca4cc43bf8dca785e64f265e578963146a0d4d07edac8
revision_figures/figure_multisignal_robustness.png	487521	5ced5c912b585a62a6db0746bfacb905d8fe5603a66c7e1fcfa4b3b83e90ca83
revision_figures/figure_multisignal_robustness.svg	44995	5360575dd1fb5f7216aee67f0637618ab9a675579cedf3eb16395931d3c977f2
revision_integrity.log	101	ad8ddf264ed258e605ed04aeb4ef2da96b0b9a717150111646ffaccadd2746c6
revision_validation/ablation_training.tsv	276	282ff0295817fbb09575e2034caa97904fd064e1377003eaf3ab331affbe1a3a
revision_validation/actual_gate_challenge.tsv	282287	439c936375a681719b69d4a6b184c9b5c1362d9e326b4df52d455ff3c9d5d516
revision_validation/all_challenge_predictions.tsv	389023	31598a27e43f9d8a4b61673aea0696472df2d22462a56f2287c3cb5c05446d64
revision_validation/all_model_challenge_summary.tsv	688	3909f905e6a86f565ae08b8a8668d91de8c9d734088ffb9b46f7921a11692570
revision_validation/all_model_region_fault_metrics.tsv	17888	26245eea17c0c70273867eb0d6fd92b9a3b6e976c356d6191e1384e1f7bf8a64
revision_validation/all_validation_thresholds.json	194	909c862a92b8165be10999f76773b385b1c15bac42901b6ba77b9b7d368a8ec1
revision_validation/audit.json	896	627fe24fbe3b3d33b699415427d2b42539585ddf389233b8f8dbaff15f6a7fbc
revision_validation/bootstrap_intervals.json	355	d8429e0ef3a41e316692da91e86133dc6a82de9cf20869cad3938fa110ee83c4
revision_validation/challenge_kriging_scores.tsv	160902	ce85badeb3f1a03935bfa12fd0eb44a83376b37b6c53bfe5c861cff815234a28
revision_validation/challenge_metadata.tsv	202473	56148c3223fe9322ffa15bf2c32d4f9b1ecbaf314a2149b20b6b254c1ed39895
revision_validation/challenge_metrics.tsv	2537	25871d96bb45518b908bfab055513d477a057ff4cd36d2fa5056930f42fdc9ad
revision_validation/challenge_predictions.tsv	329541	cdd8eae71cf02d4e94fccd0cc3a0fd7c64709141671bb502fcc75c5bcd29100f
revision_validation/challenge_region_manifest.tsv	2367	c1f0109feda912d0d9df257329557466f7b155fd3271c8e0522a8f9804377d17
revision_validation/challenge_variant_ids.json	30112	e53126ada0cbd3436c033599494b467df38fb2f954eee256e2e890dc7ae9ded1
revision_validation/challenge_z1.tsv	8973048	a933b4ba2c1be9fc357b6b0dcefb6a944181ef593bee7ad2671d511ad9a54305
revision_validation/challenge_z2.tsv	8972938	4ddb23cb9415a9b74283f1d1274bfaa8485da738b5bf62c6966e87c333a0f9ea
revision_validation/engineering_float32_quant_trait_gate.tsv	282287	439c936375a681719b69d4a6b184c9b5c1362d9e326b4df52d455ff3c9d5d516
revision_validation/engineering_source64_quant_trait_gate.tsv	258727	5d8d1bd24db19ffdc7ccc15929994b36681f82ae75ce55f930634d380382c49f
revision_validation/kriging_environment.txt	1280	1d4f0d6c5229d86b63a50679aa6e75956afbb2ea4f22a3054dd620c5fb521b5f
revision_validation/ld_inputs/AFR.tsv	253126	a79994d8c1e8bec5c8b20ae72996ad4d6bee74152cfd32fdf6e02e233c0d9ecd
revision_validation/ld_inputs/AMR.tsv	252450	3a2ab8de03eedca9040607fbcbf18de4ad902ef16faf20cf64753a9e558efc27
revision_validation/ld_inputs/EAS.tsv	252188	136728c1a337675347e07307f66b99c7953139359b85b46d685c4f24f16b9dd7
revision_validation/ld_inputs/EUR.tsv	252352	54b29cd2541356c2adea46041d7a627f50e22f1f2918d640e47ebb5ca22e7716
revision_validation/ld_inputs/R01_scrambled.tsv	254982	cf86b147f5b86a41ef06a0e19f3f58a721459a301a448540bee78e50b3816eab
revision_validation/ld_inputs/R01.tsv	254982	77dff24eac0713635096774f236bceaf32e3554b9e8fcd80e6d5562c8ed4f729
revision_validation/ld_inputs/R02_scrambled.tsv	255480	f7514e0074eef9d266b1755a1de58ab4bf62d4b8d964af6d6cf550e89226b61f
revision_validation/ld_inputs/R02.tsv	255480	a94704f24bde1c2f1842fa92ebbe14d82f14736b1bbeed9c867b169a7e6538c2
revision_validation/ld_inputs/R03_scrambled.tsv	255470	bf801bb382d304cc4fd7a8f4779f6a0a3e86221014a01a5ed454c5af892ae0b0
revision_validation/ld_inputs/R03.tsv	255470	a924facca467455ad43ea8435ede304482fb9f0cc5f767f600c4e1b1f1d7f7c1
revision_validation/ld_inputs/R04_scrambled.tsv	255274	f21e5131e520bcecc2f701fd868a9bc2997155f23c7d0a8eb03d5381adbf365b
revision_validation/ld_inputs/R04.tsv	255274	e9c727564914eac0b35ebee0d1452d9bf87a1d022a28e62d43b34ef2520f1304
revision_validation/ld_inputs/R05_scrambled.tsv	255030	aa6398e2557ad66d789262b714553513a81677df63ba00599f54ea08238ec0e6
revision_validation/ld_inputs/R05.tsv	255030	3f22071ee8d94cdf7f4c7c935a1464a43ffb52690f7b76d3a1c7b723e075e048
revision_validation/ld_inputs/R07_scrambled.tsv	255366	32e4b2d64d2e37a604d963685d61a4c6995c5704186ec4db6f250250c2eb6d55
revision_validation/ld_inputs/R07.tsv	255366	8b34f00382a290ad8aa8d86a1ebfe80903606656425504bec22541cde47b4dbd
revision_validation/ld_inputs/R08_scrambled.tsv	255334	fcc2b7fe0ddbfe15af7782c8b0fb43e5e0181621a6b100a41bf54942d39d4d26
revision_validation/ld_inputs/R08.tsv	255334	e04fe9e86b2be0c2fc2b7897bb6d9b4d3d6f24ef6ea3b7d057db882e8ece3b2f
revision_validation/ld_inputs/R09_scrambled.tsv	255626	62bc27b48384d14c781950ac070fad074682cf752a40637e878d1f35c0da2f62
revision_validation/ld_inputs/R09.tsv	255626	809949cd86fd92acfd14dc4f680069bd39e105335d1940869486c8dc25c833dc
revision_validation/ld_inputs/R10_scrambled.tsv	255460	04895a79813881e0e647ef2ab26a1e86afbc3ead630fe0a40bd21f75055d7ec0
revision_validation/ld_inputs/R10.tsv	255460	0b170751a297fb7aca9a270e0eef67d23dd4866eceafed641fdd7babf3a45efe
revision_validation/ld_inputs/R11_scrambled.tsv	256114	a11ae1a0f14fcfe67ef245be9ab1b5854e8934528f5a6901b3e0aecff1ae3d92
revision_validation/ld_inputs/R11.tsv	256114	ce653ed067a8ebd23ab8b4761c89bddacc1f712ae11231e228e2f2b4c511ec18
revision_validation/ld_inputs/R12_scrambled.tsv	256038	745fdf25572431e047e467dd7fdba64a63fe73468d818769aa62c395a9686b14
revision_validation/ld_inputs/R12.tsv	256038	934629d1881dc85b2d8072cc02f4f4951aa0dfd6bd08cadcf63e2f86156bed51
revision_validation/ld_inputs/SAS.tsv	252636	6e72042f11c8dd123497f6de875eca29a13efa3ffab34d89342a7389b57e179c
revision_validation/ld_precision_comparison.tsv	3226	f1d576d7c098c5706f31953d2230bf4795fc3af2f8d3ba1fcd4d54d72f88d91e
revision_validation/original_regime_ablation_metrics.tsv	1079	0ff3e8dd9674eb64028cae36bea6951944b80308115d54da461c4deeaacdece0
revision_validation/pooled_mlp_11.pt	55487	7a098ab7bbc7b62c4813bbd0c3dedfb922d4c3a91b60121a2f276e3875974094
revision_validation/pooled_mlp_29.pt	55487	153d36310408ae6eaac7ed1220ff9fcbed36785a70813f1c75f6b2a3553b582c
revision_validation/pooled_mlp_47.pt	55487	c3e16872e40ec6a7fd5624ab997176019a2bb37ca3a9b516e23b52ad53caa3ec
revision_validation/source_float64_gate_challenge.tsv	412622	15ca90e20f992d71c628a25d65640d604883019dc355241131d451515f165166
revision_validation/source_float64_ld/R01_scrambled.tsv	254982	37f4c5e702910983d7f64e2ffa3cbbb74fcdb5d33fb51b171ef5182ce6fb9c23
revision_validation/source_float64_ld/R01.tsv	254982	b6933e59d6d7b1c921fdd1809b37d71f3be261a70d71a9df31e98bf7a6fdbbc8
revision_validation/source_float64_ld/R02_scrambled.tsv	255480	c8b7ecc0d97493ec20d8b10bf0a82cf9814f69829d351d1f1562754903dbb6c6
revision_validation/source_float64_ld/R02.tsv	255480	6df35089808a43050b66f75bb1fea3ed1dcedf80b8dbb4d6ad1c145ef71bed18
revision_validation/source_float64_ld/R03_scrambled.tsv	255470	10e04955d1faa1703527c8fc567127aa9952853b28590cc94e7c85ab9da41bf8
revision_validation/source_float64_ld/R03.tsv	255470	c52a4d81c13faa978fe04df91ed389bdd2909c6e9002127944dd8793f1a4434c
revision_validation/source_float64_ld/R04_scrambled.tsv	255274	4cbbc44714f8b5a12864b5ea84412efaf21ecde3720172c7edaef52e23217bbe
revision_validation/source_float64_ld/R04.tsv	255274	45ae1c330007d1c768c979853ae79e6b3908bbf98ef88674e8446f54eb66664b
revision_validation/source_float64_ld/R05_scrambled.tsv	255030	de833a17cbc35e4c86c5c37cbd050c7278e565e5a4138b67778c496fabc07299
revision_validation/source_float64_ld/R05.tsv	255030	f4b596c037f882e64600287b585df5f33a6fdd8090d828c258786d2ad389715b
revision_validation/source_float64_ld/R07_scrambled.tsv	255366	36530ee1498ef540fa8f95e6efe8499ec7614f58c40697a27d8608f0a5790cf4
revision_validation/source_float64_ld/R07.tsv	255366	b8bae82325c3d36b0907b043d6029c14c19694c159294825842b92d82ff0b382
revision_validation/source_float64_ld/R08_scrambled.tsv	255334	73d4a8c38051771d4a23e119f0b2798ad4a5b1c5fbf43a399cf96f58ae08d6f7
revision_validation/source_float64_ld/R08.tsv	255334	e769d96a3b076dfa28c52c2c53e56b27f8538110a0d67c2bf33516e568b29432
revision_validation/source_float64_ld/R09_scrambled.tsv	255626	f5ce514e351b2e8081914c5c15ff24f45c4379f2255bf25716baa98c4ccf9e19
revision_validation/source_float64_ld/R09.tsv	255626	f78c2bf5f0f1690f7e8fc3a54abfd614ab2e2003afd1fd5b25caa564c73581f7
revision_validation/source_float64_ld/R10_scrambled.tsv	255460	217651ce0a38e68ff46c4efed7bad478dbb926eb6548e476badcf924f5e885a4
revision_validation/source_float64_ld/R10.tsv	255460	eec7d8fa9e949b6e2fae8a655d41212e9942309e6623232c05e70f3ca516bf9e
revision_validation/source_float64_ld/R11_scrambled.tsv	256114	e81bb87f1e671d5bc75360d41a99232c551c13a702556c9ff7de19b3d763f630
revision_validation/source_float64_ld/R11.tsv	256114	1c2fde3842d96921904f393950a8b9524bf2e6497f93fca1bdf32e3dcf2036cb
revision_validation/source_float64_ld/R12_scrambled.tsv	256038	e1a11b9e5aca551d2a3e5b2d4246a4ca02e90710ed502739c48abeae69a3830e
revision_validation/source_float64_ld/R12.tsv	256038	5e635208389a7e454cd4359a2d73a140000675669607af2f578f7222368e9362
revision_validation/unsigned_graph_11.pt	55487	63a9907acffc56d78d869912b72a72b0afdaccf51518a053128ae97150955be9
revision_validation/unsigned_graph_29.pt	55487	4408d876ef70719113c3f8fa2313180d8eb3dffe7e1fe0547503fb7622b155db
revision_validation/unsigned_graph_47.pt	55487	aca66f2553582cdea8c52ad818a6c4737a0f0eeedd60dac835e2daa3b27dc3d3
revision_validation/validation_kriging_scores.tsv	14469	1ef7e359bab7b2e8664781fbc2fc3571e440704b34595cbbf5644905ba07c670
revision_validation/validation_metadata.tsv	94045	ef55d95220d7dba9659df6a03bf3433077d1560fede96761d6ae92e2fee0569e
revision_validation/validation_thresholds.json	155	f0af0cef5befdaf17631e5dc2fd8c9f9456441cdaba1f1dbd8848c346a5e50a4
revision_validation/validation_z1.tsv	3636208	96b095daab40750d2aef4ad47974ea5742e3cf8e204aeff3d2fb7ad215023078
revision_validation/validation_z2.tsv	3638882	089ec4355c93a663e1787a918372ba204781735e75f2d28e646fd834fa77b62a
verification_results.json	478	0e319b2a663f0994306a9f381a3aeffa3961fff49de18eeb447dceb3a7314f5b
