replicate	sample_size	architecture	ld_policy	n_trait1_causal	n_trait2_causal	n_shared_causal	completed	fit1_converged	fit2_converged	comparable_pairs	max_pp_h4_susie	pp_h4_abf	trait1_all_causal_in_cs	trait2_all_causal_in_cs	runtime_seconds	error
1	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	5	0.99182089819323	0.0150788014235538	FALSE	TRUE	1.12	
1	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.18772374184169	0.0150788014235538	FALSE	TRUE	1.61	
1	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.981171874423925	0.981129192633711	TRUE	FALSE	0.0500000000000007	
1	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	25	1	0.981129192633711	FALSE	FALSE	3.62	
1	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	1	0.981129192633711	FALSE	FALSE	3.1	
1	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.975421323353393	0.0331571313683182	TRUE	FALSE	0.0800000000000018	
1	20000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999999221039	0.0331571313683182	FALSE	FALSE	0.129999999999999	
1	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999998769752	0.0331571313683182	FALSE	FALSE	0.120000000000001	
1	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.98591831832373	0.985275730840421	TRUE	TRUE	0.0599999999999987	
1	20000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	20	0.99999999999055	0.985275730840421	FALSE	TRUE	0.0800000000000018	
1	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.153677115057232	0.985275730840421	FALSE	FALSE	0.109999999999999	
1	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	1.3118907158305e-26	5.80963246935345e-27	TRUE	TRUE	0.0500000000000007	
1	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.188887224944696	5.80963246935345e-27	FALSE	FALSE	1.83	
1	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.000459886814240346	5.80963246935345e-27	TRUE	FALSE	0.0599999999999987	
2	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.740922872710122	0.691251456972596	TRUE	TRUE	0.0500000000000007	
2	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	1	0.740922872710122	0.691251456972596	TRUE	TRUE	0.0399999999999991	
2	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	4	0.00256729920202363	0.691251456972596	TRUE	TRUE	0.0800000000000018	
2	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.826073162539148	0.971797143166262	TRUE	TRUE	0.0799999999999983	
2	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	6	0.715472846714265	0.971797143166262	TRUE	TRUE	0.0600000000000023	
2	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	12	0.940045521562677	0.971797143166262	TRUE	TRUE	0.109999999999999	
2	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	1	0.00189550492855408	0.000345289990657689	FALSE	TRUE	0.0300000000000011	
2	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	1	0.00189550492855408	0.000345289990657689	FALSE	TRUE	0.0499999999999972	
2	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	2	0.00104556573282757	0.000345289990657689	FALSE	TRUE	0.0600000000000023	
2	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.0175546062921157	0.0070826726531798	TRUE	TRUE	0.0300000000000011	
2	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	5	0.0063245589925974	0.0070826726531798	TRUE	TRUE	0.0899999999999999	
2	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	4	0.00253363663971789	0.0070826726531798	TRUE	TRUE	0.0599999999999987	
2	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.981428084131438	0.97448578740964	TRUE	TRUE	0.0500000000000007	
2	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	1	0.981428084131438	0.97448578740964	TRUE	TRUE	0.0299999999999976	
2	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	6	0.00533905098913058	0.97448578740964	TRUE	TRUE	0.130000000000003	
2	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	2	0.984841143897735	0.936897917473632	TRUE	FALSE	0.0599999999999987	
2	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	4	0.947862669836685	0.936897917473632	FALSE	FALSE	0.0500000000000007	
2	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.996569959297894	0.936897917473632	FALSE	FALSE	0.140000000000001	
2	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	12	0.0841601685173607	0.00976681226407644	TRUE	TRUE	0.140000000000001	
2	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	15	0.158153886745314	0.00976681226407644	FALSE	TRUE	0.119999999999997	
2	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	10	0.340966763331327	0.00976681226407644	FALSE	TRUE	0.0800000000000018	
2	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	4	0.121990087866858	4.87597629407151e-07	TRUE	TRUE	0.0599999999999987	
2	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	5	0.937459425036906	4.87597629407151e-07	TRUE	TRUE	3.05	
2	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	15	0.438942771488493	4.87597629407151e-07	FALSE	TRUE	0.0899999999999999	
2	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.961607513223002	0.960092812073766	TRUE	FALSE	0.0399999999999991	
2	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	10	0.996355053297975	0.960092812073766	TRUE	FALSE	0.260000000000002	
2	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999998174909709	0.960092812073766	TRUE	TRUE	0.0899999999999999	
2	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	6	0.999999348347848	0.857580271964483	TRUE	TRUE	0.0700000000000003	
2	20000	two_shared	EAS_substituted	2	2	2	FALSE	NA	NA	NA	NA	NA	NA	NA	3.73	susie_rss() did not converge in 1000 iterations. Try running with run_until_convergence=TRUE
2	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	1	0.857580271964483	TRUE	TRUE	0.0999999999999979	
2	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.0450625552040895	4.06403354121585e-07	TRUE	FALSE	0.0899999999999999	
2	20000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	15	0.989187206887853	4.06403354121585e-07	FALSE	TRUE	0.580000000000002	
2	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.999999999999773	4.06403354121585e-07	TRUE	FALSE	0.109999999999999	
2	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	4.07310383640864e-18	2.21504573920269e-18	TRUE	TRUE	0.0399999999999991	
2	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.0329327796480708	2.21504573920269e-18	FALSE	TRUE	0.91	
2	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.953737170790584	2.21504573920269e-18	TRUE	TRUE	0.300000000000001	
3	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.309581319650026	0.250984759573209	TRUE	TRUE	0.0300000000000011	
3	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	4	0.0904207066830905	0.250984759573209	TRUE	TRUE	0.0799999999999983	
3	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	2	0.0398685691850928	0.250984759573209	TRUE	TRUE	0.0399999999999991	
3	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	2	0.00157324968979954	0.000801855971780664	TRUE	TRUE	0.0700000000000003	
3	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	3	0.00164831810707481	0.000801855971780664	TRUE	TRUE	0.0700000000000003	
3	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	1	0.00109391890270164	0.000801855971780664	TRUE	TRUE	0.0499999999999972	
3	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.10289570426592	0.104705314351778	TRUE	TRUE	0.0800000000000054	
3	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	6	0.236439788656485	0.104705314351778	TRUE	TRUE	0.0899999999999963	
3	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	8	0.242872922804087	0.104705314351778	TRUE	FALSE	0.100000000000001	
3	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.0527769652455862	0.0180428448739413	TRUE	TRUE	0.0399999999999991	
3	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	2	0.0848719755084789	0.0180428448739413	TRUE	TRUE	0.0500000000000043	
3	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	2	0.0455238874462883	0.0180428448739413	TRUE	TRUE	0.0499999999999972	
3	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.994782339092626	0.99477964563569	TRUE	TRUE	0.0399999999999991	
3	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	4	0.994608730398461	0.99477964563569	TRUE	TRUE	0.0499999999999972	
3	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	16	0.996536624520461	0.99477964563569	TRUE	TRUE	0.0800000000000054	
3	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.994183006029913	0.994539974343211	TRUE	TRUE	0.0599999999999952	
3	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	9	0.992302184675165	0.994539974343211	TRUE	TRUE	0.0800000000000054	
3	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	16	0.99933354019712	0.994539974343211	TRUE	TRUE	0.0899999999999963	
3	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	10	0.963622470277101	0.925617530775215	TRUE	TRUE	0.100000000000001	
3	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	10	0.994132312129428	0.925617530775215	TRUE	FALSE	0.0700000000000003	
3	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.998498414309636	0.925617530775215	FALSE	TRUE	1.44	
3	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	2.75624461308349e-05	1.74895967473189e-05	TRUE	TRUE	0.0300000000000011	
3	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	3	0.0783109657663243	1.74895967473189e-05	TRUE	TRUE	0.0499999999999972	
3	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.817385464537458	1.74895967473189e-05	TRUE	TRUE	0.130000000000003	
3	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.996073026820778	0.99609496147029	TRUE	TRUE	0.0300000000000011	
3	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	15	0.998115932978307	0.99609496147029	TRUE	TRUE	0.259999999999998	
3	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999999999812587	0.99609496147029	TRUE	TRUE	0.0799999999999983	
3	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.993819021891094	0.994823472116794	TRUE	TRUE	0.0600000000000023	
3	20000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999813399345	0.994823472116794	FALSE	FALSE	0.280000000000001	
3	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999993925575186	0.994823472116794	FALSE	FALSE	1.66	
3	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	6	0.996553452871677	0.99146056210667	TRUE	TRUE	0.0600000000000023	
3	20000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.999999999576502	0.99146056210667	FALSE	FALSE	0.109999999999999	
3	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.99999999999801	0.99146056210667	FALSE	FALSE	0.100000000000001	
3	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	1.62694754975582e-17	9.01339465962917e-18	TRUE	TRUE	0.0300000000000011	
3	20000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.996573241375287	9.01339465962917e-18	TRUE	TRUE	1.5	
3	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.998636581916619	9.01339465962917e-18	TRUE	FALSE	1.55	
4	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.982059500523854	0.98215094167325	TRUE	TRUE	0.0300000000000011	
4	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	2	0.982327612804151	0.98215094167325	TRUE	TRUE	0.0399999999999991	
4	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	6	0.887056482481784	0.98215094167325	TRUE	TRUE	0.109999999999999	
4	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	2	0.991397865418296	0.991580185418264	FALSE	TRUE	0.0300000000000011	
4	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	2	0.929184166588794	0.991580185418264	FALSE	TRUE	0.159999999999997	
4	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	20	0.99999207042258	0.991580185418264	FALSE	TRUE	0.160000000000004	
4	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.135779015247949	0.214033705312733	TRUE	TRUE	0.0700000000000003	
4	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	2	0.120363271326656	0.214033705312733	TRUE	TRUE	0.0799999999999983	
4	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	1	0.00204703055638132	0.214033705312733	TRUE	TRUE	0.0799999999999983	
4	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	0	NA	0.0068038957608508	FALSE	TRUE	0.0300000000000011	
4	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	0	NA	0.0068038957608508	FALSE	TRUE	0.0600000000000023	
4	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	0	NA	0.0068038957608508	FALSE	TRUE	0.0499999999999972	
4	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.976803548821649	0.976521874328944	TRUE	TRUE	0.0300000000000011	
4	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	5	0.994169095605675	0.976521874328944	TRUE	FALSE	0.719999999999999	
4	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.997949470063731	0.976521874328944	TRUE	FALSE	0.119999999999997	
4	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	2	0.966462813311075	0.952423715276909	FALSE	TRUE	0.0600000000000023	
4	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	9	0.995577576406451	0.952423715276909	TRUE	FALSE	0.100000000000001	
4	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999986808876995	0.952423715276909	FALSE	TRUE	0.119999999999997	
4	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.887326508314652	0.923058682514532	FALSE	TRUE	0.0700000000000003	
4	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	4	0.87074861998605	0.923058682514532	FALSE	TRUE	0.0600000000000023	
4	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	10	0.424776670753337	0.923058682514532	TRUE	TRUE	0.0899999999999963	
4	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	0.976070341422335	0.973897435201989	TRUE	FALSE	0.0300000000000011	
4	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	2	0.97618012009615	0.973897435201989	TRUE	TRUE	0.0499999999999972	
4	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	8	0.868728347739837	0.973897435201989	TRUE	TRUE	0.0800000000000054	
4	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.982875607129587	0.98281242532678	TRUE	TRUE	0.0300000000000011	
4	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	25	1	0.98281242532678	FALSE	FALSE	2.22	
4	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999998190686287	0.98281242532678	FALSE	FALSE	1.64	
4	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	2	0.944205552681352	0.947543571862338	TRUE	TRUE	0.0599999999999952	
4	20000	two_shared	EAS_substituted	2	2	2	FALSE	NA	NA	NA	NA	NA	NA	NA	3.97	susie_rss() did not converge in 1000 iterations. Try running with run_until_convergence=TRUE
4	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999999736517089	0.947543571862338	TRUE	FALSE	0.0600000000000023	
4	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	6	0.990052579810563	0.985130631714052	TRUE	TRUE	0.140000000000001	
4	20000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	25	1	0.985130631714052	FALSE	FALSE	3.89	
4	20000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.999996558421582	0.985130631714052	FALSE	FALSE	1.55	
4	20000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	1	5.17218137801082e-05	4.08143278989902e-05	TRUE	TRUE	0.0399999999999991	
4	20000	distinct_only	EAS_substituted	1	1	0	FALSE	NA	NA	NA	NA	NA	NA	NA	3.33	susie_rss() did not converge in 1000 iterations. Try running with run_until_convergence=TRUE
4	20000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	25	0.999999999986713	4.08143278989902e-05	TRUE	FALSE	0.0800000000000054	
5	2000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.193787110169091	0.126106083325015	TRUE	TRUE	0.0499999999999972	
5	2000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	3	0.0987144588622913	0.126106083325015	TRUE	TRUE	0.0300000000000011	
5	2000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	4	0.109994337263062	0.126106083325015	TRUE	TRUE	0.0899999999999963	
5	2000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.0661261722133214	0.0285680161824071	TRUE	TRUE	0.100000000000001	
5	2000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	4	0.0148633026256222	0.0285680161824071	TRUE	TRUE	0.0700000000000003	
5	2000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	4	0.0168604132614379	0.0285680161824071	TRUE	TRUE	0.0799999999999983	
5	2000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.0442342509796703	0.0380129528638353	FALSE	TRUE	0.0500000000000043	
5	2000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	2	0.0375725875997555	0.0380129528638353	FALSE	TRUE	0.0599999999999952	
5	2000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	8	0.0146095830458859	0.0380129528638353	TRUE	TRUE	0.0800000000000054	
5	2000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	3	0.111013037522679	0.0887233110980197	TRUE	TRUE	0.029999999999994	
5	2000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	6	0.0131094186941532	0.0887233110980197	TRUE	TRUE	0.0800000000000054	
5	2000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	6	0.021255894274376	0.0887233110980197	TRUE	TRUE	0.0799999999999983	
5	5000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	1	0.992546867756854	0.992690733908018	TRUE	TRUE	0.0300000000000011	
5	5000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	2	0.992424493627877	0.992690733908018	TRUE	TRUE	0.0399999999999991	
5	5000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	16	0.979732788428755	0.992690733908018	TRUE	TRUE	0.110000000000007	
5	5000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	3	0.00266542999833197	0.000708174471399504	TRUE	TRUE	0.0599999999999952	
5	5000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	3	0.00267860361691582	0.000708174471399504	TRUE	TRUE	0.0600000000000023	
5	5000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	3	0.00125221309480111	0.000708174471399504	TRUE	TRUE	0.0499999999999972	
5	5000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	2	0.288766454834023	0.141913942023194	TRUE	TRUE	0.0300000000000011	
5	5000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	2	0.288957946303033	0.141913942023194	TRUE	TRUE	0.0300000000000011	
5	5000	shared_plus_specific	AFR_substituted	2	2	1	TRUE	TRUE	TRUE	3	0.13306584475953	0.141913942023194	TRUE	TRUE	0.0499999999999972	
5	5000	distinct_only	EUR_matched	1	1	0	TRUE	TRUE	TRUE	2	0.118535498407277	0.0096802731747331	TRUE	TRUE	0.0500000000000043	
5	5000	distinct_only	EAS_substituted	1	1	0	TRUE	TRUE	TRUE	6	0.87641772187957	0.0096802731747331	TRUE	TRUE	0.0499999999999972	
5	5000	distinct_only	AFR_substituted	1	1	0	TRUE	TRUE	TRUE	10	0.968000335443773	0.0096802731747331	TRUE	TRUE	0.0600000000000023	
5	20000	one_shared	EUR_matched	1	1	1	TRUE	TRUE	TRUE	2	0.992203775763368	0.992143665809976	TRUE	TRUE	0.0300000000000011	
5	20000	one_shared	EAS_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.995975912223456	0.992143665809976	FALSE	TRUE	5.97999999999999	
5	20000	one_shared	AFR_substituted	1	1	1	TRUE	TRUE	TRUE	25	0.999999996464396	0.992143665809976	TRUE	TRUE	0.100000000000009	
5	20000	two_shared	EUR_matched	2	2	2	TRUE	TRUE	TRUE	4	0.998743150070903	0.841087716592322	TRUE	TRUE	0.109999999999999	
5	20000	two_shared	EAS_substituted	2	2	2	TRUE	TRUE	TRUE	20	0.906401633808089	0.841087716592322	TRUE	TRUE	0.669999999999987	
5	20000	two_shared	AFR_substituted	2	2	2	TRUE	TRUE	TRUE	25	0.999078474059552	0.841087716592322	FALSE	TRUE	1.47000000000001	
5	20000	shared_plus_specific	EUR_matched	2	2	1	TRUE	TRUE	TRUE	4	0.995410767829233	0.904806770510706	TRUE	TRUE	0.0799999999999983	
5	20000	shared_plus_specific	EAS_substituted	2	2	1	TRUE	TRUE	TRUE	25	0.988266789784171	0.904806770510706	TRUE	FALSE	1.92	
